0.5,0.500125,0.50025,0.500375,0.500501,0.500626,0.500751,0.500876,0.501001,0.501126
0.5,0.556359,0.612717,0.669076,0.725434,0.781793,0.838151,0.89451,0.950868,1.00723
0.5,0.51933,0.538661,0.557991,0.577322,0.596652,0.615983,0.635313,0.654643,0.673974
0.5,0.580874,0.661748,0.742622,0.823496,0.90437,0.985244,1.06612,1.14699,1.22787
0.5,0.558501,0.617002,0.675503,0.734004,0.792505,0.851006,0.909507,0.968007,1.02651
0.5,0.547987,0.595975,0.643962,0.691949,0.739937,0.787924,0.835911,0.883898,0.931886
0.5,0.535029,0.570058,0.605087,0.640117,0.675146,0.710175,0.745204,0.780233,0.815262
0.5,0.589596,0.679192,0.768789,0.858385,0.947981,1.03758,1.12717,1.21677,1.30637
0.5,0.582284,0.664568,0.746852,0.829136,0.91142,0.993704,1.07599,1.15827,1.24056
0.5,0.57466,0.649321,0.723981,0.798642,0.873302,0.947963,1.02262,1.09728,1.17194
0.5,0.517411,0.534822,0.552232,0.569643,0.587054,0.604465,0.621876,0.639286,0.656697
0.5,0.585894,0.671789,0.757683,0.843577,0.929472,1.01537,1.10126,1.18715,1.27305
0.5,0.57105,0.6421,0.71315,0.784201,0.855251,0.926301,0.997351,1.0684,1.13945
0.5,0.551353,0.602707,0.65406,0.705414,0.756767,0.808121,0.859474,0.910828,0.962181
0.5,0.530399,0.560799,0.591198,0.621598,0.651997,0.682397,0.712796,0.743196,0.773595
0.5,0.501498,0.502997,0.504495,0.505994,0.507492,0.508991,0.510489,0.511988,0.513486
0.5,0.50914,0.518281,0.527421,0.536561,0.545701,0.554842,0.563982,0.573122,0.582263
0.5,0.536445,0.57289,0.609336,0.645781,0.682226,0.718671,0.755116,0.791562,0.828007
0.5,0.514731,0.529463,0.544194,0.558925,0.573656,0.588388,0.603119,0.61785,0.632582
0.5,0.51659,0.53318,0.54977,0.566359,0.582949,0.599539,0.616129,0.632719,0.649309
0.5,0.598853,0.697705,0.796558,0.89541,0.994263,1.09312,1.19197,1.29082,1.38967
0.5,0.544569,0.589138,0.633708,0.678277,0.722846,0.767415,0.811985,0.856554,0.901123
0.5,0.511908,0.523817,0.535725,0.547633,0.559542,0.57145,0.583358,0.595267,0.607175
0.5,0.500467,0.500934,0.501401,0.501868,0.502335,0.502802,0.503269,0.503735,0.504202
0.5,0.500891,0.501782,0.502673,0.503565,0.504456,0.505347,0.506238,0.507129,0.50802
0.5,0.537788,0.575576,0.613364,0.651152,0.68894,0.726728,0.764516,0.802304,0.840092
0.5,0.553166,0.606333,0.659499,0.712665,0.765831,0.818998,0.872164,0.92533,0.978497
0.5,0.557118,0.614237,0.671355,0.728474,0.785592,0.842711,0.899829,0.956948,1.01407
0.5,0.560176,0.620353,0.680529,0.740706,0.800882,0.861058,0.921235,0.981411,1.04159
0.5,0.560717,0.621433,0.68215,0.742866,0.803583,0.864299,0.925016,0.985733,1.04645
0.5,0.516623,0.533247,0.54987,0.566494,0.583117,0.599741,0.616364,0.632987,0.649611
0.5,0.566305,0.632609,0.698914,0.765218,0.831523,0.897827,0.964132,1.03044,1.09674
0.5,0.545079,0.590158,0.635237,0.680316,0.725394,0.770473,0.815552,0.860631,0.90571
0.5,0.535212,0.570425,0.605637,0.640849,0.676061,0.711274,0.746486,0.781698,0.81691
0.5,0.505704,0.511408,0.517112,0.522816,0.52852,0.534223,0.539927,0.545631,0.551335
0.5,0.560768,0.621537,0.682305,0.743074,0.803842,0.864611,0.925379,0.986148,1.04692
0.5,0.578332,0.656664,0.734996,0.813327,0.891659,0.969991,1.04832,1.12665,1.20499
0.5,0.580261,0.660521,0.740782,0.821043,0.901303,0.981564,1.06182,1.14209,1.22235
0.5,0.551988,0.603977,0.655965,0.707953,0.759941,0.81193,0.863918,0.915906,0.967895
0.5,0.530195,0.56039,0.590585,0.62078,0.650975,0.68117,0.711365,0.74156,0.771755
0.5,0.587597,0.675195,0.762792,0.850389,0.937986,1.02558,1.11318,1.20078,1.28838
0.5,0.572668,0.645335,0.718003,0.79067,0.863338,0.936006,1.00867,1.08134,1.15401
0.5,0.59559,0.69118,0.78677,0.88236,0.97795,1.07354,1.16913,1.26472,1.36031
0.5,0.592572,0.685144,0.777715,0.870287,0.962859,1.05543,1.148,1.24057,1.33315
0.5,0.553935,0.607871,0.661806,0.715741,0.769677,0.823612,0.877548,0.931483,0.985418
0.5,0.514234,0.528468,0.542701,0.556935,0.571169,0.585403,0.599637,0.613871,0.628104
0.5,0.546208,0.592416,0.638624,0.684832,0.73104,0.777248,0.823457,0.869665,0.915873
0.5,0.523533,0.547066,0.570598,0.594131,0.617664,0.641197,0.66473,0.688263,0.711795
0.5,0.586224,0.672448,0.758672,0.844896,0.93112,1.01734,1.10357,1.18979,1.27602
0.5,0.52096,0.54192,0.56288,0.58384,0.604801,0.625761,0.646721,0.667681,0.688641
