0.563585,0.56371,0.563836,0.563961,0.564086,0.564211,0.564336,0.564461,0.564586,0.564711
0.808741,0.828071,0.847401,0.866732,0.886062,0.905393,0.924723,0.944053,0.963384,0.982714
0.479873,0.538374,0.596875,0.655376,0.713877,0.772378,0.830879,0.88938,0.94788,1.00638
0.895962,0.930992,0.966021,1.00105,1.03608,1.07111,1.10614,1.14117,1.1762,1.21122
0.746605,0.828889,0.911173,0.993457,1.07574,1.15802,1.24031,1.32259,1.40488,1.48716
0.858943,0.876354,0.893765,0.911176,0.928587,0.945997,0.963408,0.980819,0.99823,1.01564
0.513535,0.584585,0.655635,0.726685,0.797736,0.868786,0.939836,1.01089,1.08194,1.15299
0.0149846,0.0453841,0.0757836,0.106183,0.136583,0.166982,0.197382,0.227781,0.25818,0.28858
0.364452,0.373592,0.382733,0.391873,0.401013,0.410154,0.419294,0.428434,0.437574,0.446715
0.165899,0.18063,0.195361,0.210092,0.224824,0.239555,0.254286,0.269018,0.283749,0.29848
0.445692,0.544545,0.643397,0.74225,0.841102,0.939955,1.03881,1.13766,1.23651,1.33536
0.00466933,0.0165777,0.028486,0.0403943,0.0523026,0.0642109,0.0761193,0.0880276,0.0999359,0.111844
0.37788,0.378771,0.379662,0.380554,0.381445,0.382336,0.383227,0.384118,0.385009,0.3859
0.571184,0.624351,0.677517,0.730683,0.78385,0.837016,0.890182,0.943348,0.996515,1.04968
0.607166,0.667342,0.727519,0.787695,0.847871,0.908048,0.968224,1.0284,1.08858,1.14875
0.663045,0.679669,0.696292,0.712915,0.729539,0.746162,0.762786,0.779409,0.796033,0.812656
0.352123,0.397201,0.44228,0.487359,0.532438,0.577517,0.622596,0.667675,0.712754,0.757833
0.607685,0.613388,0.619092,0.624796,0.6305,0.636204,0.641908,0.647612,0.653316,0.65902
0.802606,0.880938,0.95927,1.0376,1.11593,1.19427,1.2726,1.35093,1.42926,1.50759
0.30195,0.353938,0.405927,0.457915,0.509903,0.561892,0.61388,0.665868,0.717856,0.769845
0.726676,0.814274,0.901871,0.989468,1.07707,1.16466,1.25226,1.33986,1.42745,1.51505
0.925718,1.02131,1.1169,1.21249,1.30808,1.40367,1.49926,1.59485,1.69044,1.78603
0.142338,0.196274,0.250209,0.304144,0.35808,0.412015,0.46595,0.519886,0.573821,0.627757
0.235328,0.281536,0.327744,0.373952,0.420161,0.466369,0.512577,0.558785,0.604993,0.651201
0.209601,0.295825,0.382049,0.468273,0.554497,0.640721,0.726945,0.813169,0.899393,0.985617
0.843654,0.921619,0.999585,1.07755,1.15552,1.23348,1.31145,1.38941,1.46738,1.54534
0.999695,1.09937,1.19905,1.29873,1.39841,1.49809,1.59777,1.69745,1.79713,1.89681
0.392438,0.453587,0.514737,0.575887,0.637037,0.698187,0.759337,0.820487,0.881637,0.942787
0.297281,0.323902,0.350523,0.377145,0.403766,0.430387,0.457009,0.48363,0.510251,0.536872
0.0237434,0.107758,0.191772,0.275787,0.359801,0.443815,0.52783,0.611844,0.695859,0.779873
0.0926237,0.13021,0.167797,0.205383,0.24297,0.280557,0.318143,0.35573,0.393316,0.430903
0.0562151,0.123936,0.191656,0.259377,0.327097,0.394818,0.462539,0.530259,0.59798,0.6657
0.91879,0.919669,0.920548,0.921427,0.922306,0.923185,0.924064,0.924943,0.925822,0.926701
